Gene stable ID	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Gene name
ENSMUSG00000011427	ENSG00000197863	ZNF790	ortholog_one2many	0	37.6123	46.0692	Zfp790
ENSMUSG00000091936							Gm3053
ENSMUSG00000036752	ENSG00000188229	TUBB4B	ortholog_one2one	1	100	100	Tubb4b
ENSMUSG00000090364							Gm3043
ENSMUSG00000020132	ENSG00000080371	RAB21	ortholog_one2one	1	97.2973	96	Rab21
ENSMUSG00000096499	ENSG00000211934	IGHV1-2	ortholog_many2many	0	57.265	57.265	Ighv1-5
ENSMUSG00000096499	ENSG00000277282	IGHV1OR21-1	ortholog_many2many	0	56.4103	56.4103	Ighv1-5
ENSMUSG00000096499	ENSG00000281990	IGHV1-69-2	ortholog_many2many	0	54.7009	54.7009	Ighv1-5
ENSMUSG00000096499	ENSG00000211935	IGHV1-3	ortholog_many2many	0	60.6838	60.6838	Ighv1-5
ENSMUSG00000096499	ENSG00000211973	IGHV1-69	ortholog_many2many	0	55.5556	55.5556	Ighv1-5
ENSMUSG00000096499	ENSG00000278782	AC136616.3	ortholog_many2many	0	47.0085	57.8947	Ighv1-5
ENSMUSG00000096499	ENSG00000211962	IGHV1-46	ortholog_many2many	0	60.6838	60.6838	Ighv1-5
ENSMUSG00000096499	ENSG00000280411	IGHV1-69D	ortholog_many2many	0	55.5556	55.5556	Ighv1-5
ENSMUSG00000096499	ENSG00000211961	IGHV1-45	ortholog_many2many	0	52.1368	52.1368	Ighv1-5
ENSMUSG00000096499	ENSG00000270505	IGHV1OR15-1	ortholog_many2many	0	54.7009	54.7009	Ighv1-5
ENSMUSG00000096499	ENSG00000211945	IGHV1-18	ortholog_many2many	0	55.5556	55.5556	Ighv1-5
ENSMUSG00000096499	ENSG00000211950	IGHV1-24	ortholog_many2many	0	53.8462	53.8462	Ighv1-5
ENSMUSG00000096499	ENSG00000281179	RP11-294C11.4	ortholog_many2many	0	54.7009	54.7009	Ighv1-5
ENSMUSG00000096499	ENSG00000188403	IGHV1OR15-9	ortholog_many2many	0	55.5556	55.5556	Ighv1-5
ENSMUSG00000096499	ENSG00000211968	IGHV1-58	ortholog_many2many	0	51.2821	51.2821	Ighv1-5
ENSMUSG00000101624							Gm28882
ENSMUSG00000048329	ENSG00000185156	MFSD6L	ortholog_one2one	1	67.2355	67.2355	Mfsd6l
ENSMUSG00000106399							Gm43530
ENSMUSG00000097178							2310002F09Rik
ENSMUSG00000026380	ENSG00000115112	TFCP2L1	ortholog_one2one	1	93.5282	93.5282	Tfcp2l1
ENSMUSG00000096614							Gm2871
ENSMUSG00000052658							5830454E08Rik
ENSMUSG00000104754							Gm43116
ENSMUSG00000047884	ENSG00000269741	CTC-518B2.8	ortholog_one2many	1	79.2829	79.6	Klk9
ENSMUSG00000047884	ENSG00000213022	KLK9	ortholog_one2many	1	79.2829	79.6	Klk9
ENSMUSG00000071753							C230004F18Rik
ENSMUSG00000091373							Gm8810
ENSMUSG00000055610	ENSG00000241128	OR14A2	ortholog_one2many	1	71.885	71.6561	Olfr307
ENSMUSG00000107578							Gm32536
ENSMUSG00000024227							Pdzph1
ENSMUSG00000051396	ENSG00000284024	RP11-398C13.8	ortholog_one2one	1	85.8726	85.8726	Gm45902
ENSMUSG00000099496							Gm28365
ENSMUSG00000095700	ENSG00000225698	IGHV3-72	ortholog_many2many	0	64.7059	76.2376	Ighv10-3
ENSMUSG00000095700	ENSG00000211943	IGHV3-15	ortholog_many2many	0	68.9076	68.9076	Ighv10-3
ENSMUSG00000095700	ENSG00000211965	IGHV3-49	ortholog_many2many	0	73.1092	73.1092	Ighv10-3
ENSMUSG00000095700	ENSG00000259490	IGHV3OR15-7	ortholog_many2many	0	68.9076	68.9076	Ighv10-3
ENSMUSG00000095700	ENSG00000277761	AC136616.2	ortholog_many2many	0	63.0252	66.9643	Ighv10-3
ENSMUSG00000095700	ENSG00000211976	IGHV3-73	ortholog_many2many	0	76.4706	76.4706	Ighv10-3
ENSMUSG00000102216							Gm19231
ENSMUSG00000112301							RP23-226H21.3
ENSMUSG00000102489							Dnmt3a-ps1
ENSMUSG00000108588							Gm44814
ENSMUSG00000062257	ENSG00000183715	OPCML	ortholog_one2one	1	94.362	92.1739	Opcml
ENSMUSG00000110962							RP24-264F17.3
ENSMUSG00000109111							6530437J22Rik
ENSMUSG00000048501							Olfr938
ENSMUSG00000034156	ENSG00000005379	TSPOAP1	ortholog_one2one	1	82.6652	82.1756	Tspoap1
ENSMUSG00000104549							Gm43142
ENSMUSG00000092388							Olfr306-ps1
ENSMUSG00000103915							Ighv1-6
ENSMUSG00000046862	ENSG00000232423	PRAMEF6	ortholog_many2many	0	43.75	44.1176	Pramef8
ENSMUSG00000046862	ENSG00000182330	PRAMEF8	ortholog_many2many	0	47.5	48.1013	Pramef8
ENSMUSG00000046862	ENSG00000229571	PRAMEF25	ortholog_many2many	0	42.9167	43.0962	Pramef8
ENSMUSG00000046862	ENSG00000270601	PRAMEF5	ortholog_many2many	0	43.75	44.1176	Pramef8
ENSMUSG00000046862	ENSG00000204505	PRAMEF9	ortholog_many2many	0	42.9167	43.0962	Pramef8
ENSMUSG00000046862	ENSG00000274764	PRAMEF27	ortholog_many2many	0	42.9167	43.0962	Pramef8
ENSMUSG00000046862	ENSG00000204480	PRAMEF19	ortholog_many2many	0	34.375	40.2439	Pramef8
ENSMUSG00000046862	ENSG00000204478	PRAMEF20	ortholog_many2many	0	43.5417	44	Pramef8
ENSMUSG00000046862	ENSG00000116721	PRAMEF1	ortholog_many2many	0	43.75	44.3038	Pramef8
ENSMUSG00000046862	ENSG00000243073	PRAMEF4	ortholog_many2many	0	42.7083	42.887	Pramef8
ENSMUSG00000046862	ENSG00000116726	PRAMEF12	ortholog_many2many	0	47.0833	46.7909	Pramef8
ENSMUSG00000046862	ENSG00000279804	PRAMEF18	ortholog_many2many	0	43.5417	43.6326	Pramef8
ENSMUSG00000046862	ENSG00000204510	PRAMEF7	ortholog_many2many	0	47.2917	47.8903	Pramef8
ENSMUSG00000046862	ENSG00000239810	PRAMEF11	ortholog_many2many	0	42.9167	43.0962	Pramef8
ENSMUSG00000046862	ENSG00000279169	PRAMEF13	ortholog_many2many	0	18.5417	38.8646	Pramef8
ENSMUSG00000046862	ENSG00000120952	PRAMEF2	ortholog_many2many	0	43.125	43.6709	Pramef8
ENSMUSG00000046862	ENSG00000280267	PRAMEF26	ortholog_many2many	0	42.9167	43.0962	Pramef8
ENSMUSG00000046862	ENSG00000204481	PRAMEF14	ortholog_many2many	0	43.9583	44.5148	Pramef8
ENSMUSG00000046862	ENSG00000237700	PRAMEF33	ortholog_many2many	0	43.125	43.6709	Pramef8
ENSMUSG00000046862	ENSG00000204479	PRAMEF17	ortholog_many2many	0	42.2917	42.827	Pramef8
ENSMUSG00000046862	ENSG00000187545	PRAMEF10	ortholog_many2many	0	43.5417	44.0928	Pramef8
ENSMUSG00000046862	ENSG00000204501	PRAMEF15	ortholog_many2many	0	43.3333	43.5146	Pramef8
ENSMUSG00000103849							Gm37806
ENSMUSG00000110760							RP24-264F17.6
ENSMUSG00000007783	ENSG00000169169	CPT1C	ortholog_one2one	1	83.8346	83.3126	Cpt1c
ENSMUSG00000105385							9230114J08Rik
ENSMUSG00000102872							Gm38195
ENSMUSG00000092622	ENSG00000203908	KHDC3L	ortholog_one2many	0	16.5909	33.6406	Khdc3
ENSMUSG00000063953	ENSG00000123505	AMD1	ortholog_one2many	0	97.6048	97.6048	Amd2
ENSMUSG00000108677							Gm44759
ENSMUSG00000086337							Gm11535
ENSMUSG00000102393							Gm37576
ENSMUSG00000095200	ENSG00000211934	IGHV1-2	ortholog_many2many	0	65.812	65.812	Ighv1-7
ENSMUSG00000095200	ENSG00000277282	IGHV1OR21-1	ortholog_many2many	0	62.3932	62.3932	Ighv1-7
ENSMUSG00000095200	ENSG00000281990	IGHV1-69-2	ortholog_many2many	0	58.9744	58.9744	Ighv1-7
ENSMUSG00000095200	ENSG00000211935	IGHV1-3	ortholog_many2many	0	66.6667	66.6667	Ighv1-7
ENSMUSG00000095200	ENSG00000211973	IGHV1-69	ortholog_many2many	0	63.2479	63.2479	Ighv1-7
ENSMUSG00000095200	ENSG00000278782	AC136616.3	ortholog_many2many	0	49.5727	61.0526	Ighv1-7
ENSMUSG00000095200	ENSG00000211962	IGHV1-46	ortholog_many2many	0	68.3761	68.3761	Ighv1-7
ENSMUSG00000095200	ENSG00000280411	IGHV1-69D	ortholog_many2many	0	62.3932	62.3932	Ighv1-7
ENSMUSG00000095200	ENSG00000211961	IGHV1-45	ortholog_many2many	0	58.9744	58.9744	Ighv1-7
ENSMUSG00000095200	ENSG00000270505	IGHV1OR15-1	ortholog_many2many	0	63.2479	63.2479	Ighv1-7
ENSMUSG00000095200	ENSG00000211945	IGHV1-18	ortholog_many2many	0	61.5385	61.5385	Ighv1-7
ENSMUSG00000095200	ENSG00000211950	IGHV1-24	ortholog_many2many	0	58.9744	58.9744	Ighv1-7
ENSMUSG00000095200	ENSG00000281179	RP11-294C11.4	ortholog_many2many	0	63.2479	63.2479	Ighv1-7
ENSMUSG00000095200	ENSG00000188403	IGHV1OR15-9	ortholog_many2many	0	61.5385	61.5385	Ighv1-7
ENSMUSG00000095200	ENSG00000211968	IGHV1-58	ortholog_many2many	0	58.9744	58.9744	Ighv1-7
ENSMUSG00000038298	ENSG00000174827	PDZK1	ortholog_one2one	1	78.42	78.42	Pdzk1
ENSMUSG00000030816	ENSG00000103549	RNF40	ortholog_one2one	1	92.5075	92.5075	Rnf40
ENSMUSG00000029177	ENSG00000115163	CENPA	ortholog_one2one	1	70.1493	67.1429	Cenpa
ENSMUSG00000106871							Gm3289
ENSMUSG00000031552	ENSG00000168619	ADAM18	ortholog_one2one	1	62.3088	60.6225	Adam18
ENSMUSG00000020986	ENSG00000100934	SEC23A	ortholog_one2one	1	98.9542	98.9542	Sec23a
ENSMUSG00000111781							Olfr939-ps1
ENSMUSG00000109865	ENSG00000187522	HSPA14	ortholog_one2one	1	90.9627	90.9627	Hspa14
ENSMUSG00000106709							Gm42582
ENSMUSG00000111550							RP23-359F16.1
ENSMUSG00000074754	ENSG00000232388	LINC00493	ortholog_one2one	0	37.3832	42.1053	Gm561
ENSMUSG00000086213							A330040F15Rik
ENSMUSG00000110865							RP24-497E22.1
ENSMUSG00000105026							Gm18719
ENSMUSG00000110987							RP23-319D22.1
ENSMUSG00000024691	ENSG00000166801	FAM111A	ortholog_one2one	0	55.9543	56.1375	Fam111a
ENSMUSG00000103312							Gm6677
ENSMUSG00000073208							Speer4c
ENSMUSG00000031697	ENSG00000091651	ORC6	ortholog_one2one	1	74.8092	77.7778	Orc6
ENSMUSG00000086526							Gm12762
ENSMUSG00000055571	ENSG00000241128	OR14A2	ortholog_one2many	0	71.1599	72.293	Olfr305
ENSMUSG00000110897							RP23-80D20.6
ENSMUSG00000083339							Gm11693
ENSMUSG00000102637							Gm8684
ENSMUSG00000110731							RP24-198J23.1
ENSMUSG00000089871							Speer4cos
ENSMUSG00000110741							RP24-349L11.1
ENSMUSG00000087531							Gm15606
ENSMUSG00000108028							Gm8143
ENSMUSG00000041654	ENSG00000133195	SLC39A11	ortholog_one2one	1	88.8889	88.8889	Slc39a11
ENSMUSG00000049604	ENSG00000159184	HOXB13	ortholog_one2one	1	93.007	93.662	Hoxb13
ENSMUSG00000023984	ENSG00000124641	MED20	ortholog_one2many	1	91.4474	65.566	Gm20517
ENSMUSG00000101171							Gm7593
ENSMUSG00000111533							RP24-264F17.4
ENSMUSG00000073529							F830208F22Rik
ENSMUSG00000104152							Ighv10-4
ENSMUSG00000066952	ENSG00000174527	MYO1H	ortholog_one2one	1	87.8669	87.8669	Myo1h
ENSMUSG00000107012							4930528J11Rik
ENSMUSG00000092558	ENSG00000124641	MED20	ortholog_one2many	1	97.1698	97.1698	Med20
ENSMUSG00000096890							Gm20797
ENSMUSG00000036769	ENSG00000131725	WDR44	ortholog_one2one	1	92.0219	92.2234	Wdr44
ENSMUSG00000092310	ENSG00000203908	KHDC3L	ortholog_one2many	0	22.1538	33.1797	Gm20509
ENSMUSG00000091055	ENSG00000197046	SIGLEC15	ortholog_one2one	1	78.0702	81.4024	Siglec15
ENSMUSG00000084836							Gm16274
ENSMUSG00000031835	ENSG00000140943	MBTPS1	ortholog_one2one	1	95.8175	95.8175	Mbtps1
ENSMUSG00000071550	ENSG00000206530	CFAP44	ortholog_one2one	1	76.5057	76.0518	Cfap44
ENSMUSG00000031577	ENSG00000129696	TTI2	ortholog_one2one	1	71.4844	72.0472	Tti2
ENSMUSG00000106367							Gm42709
ENSMUSG00000009585	ENSG00000100298	APOBEC3H	ortholog_one2one	0	19.5804	42	Apobec3
ENSMUSG00000085105							Gm12758
ENSMUSG00000037996	ENSG00000155886	SLC24A2	ortholog_one2one	1	81.294	87.4433	Slc24a2
ENSMUSG00000058594	ENSG00000134452	FBXO18	ortholog_one2one	1	90.1152	85.8318	Fbxo18
ENSMUSG00000038180	ENSG00000061656	SPAG4	ortholog_one2one	1	81.2641	82.3799	Spag4
ENSMUSG00000109829							Gm45605
ENSMUSG00000094399							Gm21477
ENSMUSG00000066571	ENSG00000166398	KIAA0355	ortholog_one2one	1	93.9566	92.9907	4931406P16Rik
ENSMUSG00000106273							Gm43767
ENSMUSG00000107058							Gm42545
ENSMUSG00000057816	ENSG00000197826	C4orf22	ortholog_one2one	1	84.5494	78.8	1700007G11Rik
ENSMUSG00000021013	ENSG00000165533	TTC8	ortholog_one2one	1	93.9806	91.1488	Ttc8
ENSMUSG00000107337							Gm43596
ENSMUSG00000090115	ENSG00000164663	USP49	ortholog_one2one	1	90.8029	90.407	Usp49
ENSMUSG00000038045	ENSG00000138068	SULT6B1	ortholog_one2one	1	74.2574	84.9057	Sult6b1
ENSMUSG00000096726							Gm5558
ENSMUSG00000109902							Gm45693
ENSMUSG00000032116	ENSG00000134910	STT3A	ortholog_one2one	1	99.4326	99.4326	Stt3a
ENSMUSG00000080716							Gm13503
ENSMUSG00000031631	ENSG00000164323	CFAP97	ortholog_one2one	1	70.61	71.8045	Cfap97
ENSMUSG00000067101							1700010H22Rik
ENSMUSG00000028266	ENSG00000143013	LMO4	ortholog_one2one	1	100	100	Lmo4
ENSMUSG00000104545							E030032P16Rik
ENSMUSG00000097809							Gm26554
ENSMUSG00000097443							Gm17529
ENSMUSG00000031060	ENSG00000182872	RBM10	ortholog_one2one	1	96.129	89.8492	Rbm10
ENSMUSG00000050855	ENSG00000197863	ZNF790	ortholog_one2many	0	46.2898	41.195	Zfp940
ENSMUSG00000031578	ENSG00000198042	MAK16	ortholog_one2one	1	89.1892	88	Mak16
ENSMUSG00000097745							AI115009
ENSMUSG00000028232	ENSG00000167904	TMEM68	ortholog_one2one	1	91.4894	92.9012	Tmem68
ENSMUSG00000024079	ENSG00000055332	EIF2AK2	ortholog_one2one	1	60.3883	56.4428	Eif2ak2
ENSMUSG00000027845	ENSG00000118655	DCLRE1B	ortholog_one2one	1	76.1553	77.4436	Dclre1b
ENSMUSG00000039058	ENSG00000154027	AK5	ortholog_one2one	1	91.4591	91.4591	Ak5
ENSMUSG00000045348	ENSG00000166924	NYAP1	ortholog_one2one	1	92.437	91.5577	Nyap1
ENSMUSG00000031696	ENSG00000069329	VPS35	ortholog_one2one	1	99.3719	99.3719	Vps35
ENSMUSG00000096549	ENSG00000124593	RP11-298J23.10	ortholog_many2many	1	67.7507	65.1042	Prickle4
ENSMUSG00000096549	ENSG00000278224	PRICKLE4	ortholog_many2many	1	67.7507	65.1042	Prickle4
ENSMUSG00000090331							Gm17199
ENSMUSG00000111018							Olfr941-ps1
ENSMUSG00000102972							Gm37348
ENSMUSG00000103823							Gm7899
ENSMUSG00000103817							Gm6680
ENSMUSG00000107935							Gm4872
ENSMUSG00000034042	ENSG00000159592	GPBP1L1	ortholog_one2one	1	89.2178	89.0295	Gpbp1l1
ENSMUSG00000099579							1700120K04Rik
ENSMUSG00000098098							Bvht
ENSMUSG00000104782							Gm43326
ENSMUSG00000056367	ENSG00000133627	ACTR3B	ortholog_one2one	1	98.3254	98.3254	Actr3b
ENSMUSG00000049708							Olfr27
ENSMUSG00000050808	ENSG00000169550	MUC15	ortholog_one2one	1	60.423	55.4017	Muc15
ENSMUSG00000023266	ENSG00000137218	FRS3	ortholog_one2one	1	85.1626	85.1626	Frs3
ENSMUSG00000038291	ENSG00000109762	SNX25	ortholog_one2one	1	87.2619	87.2619	Snx25
ENSMUSG00000089767							4930556I23Rik
ENSMUSG00000069520	ENSG00000139291	TMEM19	ortholog_one2one	1	87.2024	87.2024	Tmem19
ENSMUSG00000104365							4930470B04Rik
ENSMUSG00000028011	ENSG00000151790	TDO2	ortholog_one2one	1	88.67	88.67	Tdo2
ENSMUSG00000084370							Gm15442
ENSMUSG00000102650							Gm19863
ENSMUSG00000102341							Gm18952
ENSMUSG00000026090	ENSG00000196872	KIAA1211L	ortholog_one2one	1	51.7447	63.2017	2010300C02Rik
ENSMUSG00000085929							Gm13421
ENSMUSG00000103667							Ighv1-8
ENSMUSG00000039068	ENSG00000036549	ZZZ3	ortholog_one2one	1	86.7033	87.3754	Zzz3
ENSMUSG00000102438							Gm17953
ENSMUSG00000105971							Gm43805
ENSMUSG00000062426	ENSG00000241128	OR14A2	ortholog_one2many	0	69.0691	73.2484	Olfr304
ENSMUSG00000091361							Gm5277
ENSMUSG00000104735							C130075A20Rik
ENSMUSG00000104968							Gm43803
ENSMUSG00000110736							Olfr942-ps1
ENSMUSG00000111679							RP24-264F17.5
ENSMUSG00000048332	ENSG00000183722	LHFP	ortholog_one2one	1	97	97	Lhfp
ENSMUSG00000070443							Gm10291
ENSMUSG00000037096							Gm9762
ENSMUSG00000076688	ENSG00000211934	IGHV1-2	ortholog_many2many	0	54.2373	54.7009	Ighv15-2
ENSMUSG00000076688	ENSG00000277282	IGHV1OR21-1	ortholog_many2many	0	49.1525	49.5727	Ighv15-2
ENSMUSG00000076688	ENSG00000281990	IGHV1-69-2	ortholog_many2many	0	52.5424	52.9915	Ighv15-2
ENSMUSG00000076688	ENSG00000211935	IGHV1-3	ortholog_many2many	0	53.3898	53.8462	Ighv15-2
ENSMUSG00000076688	ENSG00000211973	IGHV1-69	ortholog_many2many	0	55.9322	56.4103	Ighv15-2
ENSMUSG00000076688	ENSG00000278782	AC136616.3	ortholog_many2many	0	38.1356	47.3684	Ighv15-2
ENSMUSG00000076688	ENSG00000211962	IGHV1-46	ortholog_many2many	0	54.2373	54.7009	Ighv15-2
ENSMUSG00000076688	ENSG00000280411	IGHV1-69D	ortholog_many2many	0	55.9322	56.4103	Ighv15-2
ENSMUSG00000076688	ENSG00000211961	IGHV1-45	ortholog_many2many	0	51.6949	52.1368	Ighv15-2
ENSMUSG00000076688	ENSG00000270505	IGHV1OR15-1	ortholog_many2many	0	54.2373	54.7009	Ighv15-2
ENSMUSG00000076688	ENSG00000211945	IGHV1-18	ortholog_many2many	0	52.5424	52.9915	Ighv15-2
ENSMUSG00000076688	ENSG00000211950	IGHV1-24	ortholog_many2many	0	52.5424	52.9915	Ighv15-2
ENSMUSG00000076688	ENSG00000281179	RP11-294C11.4	ortholog_many2many	0	54.2373	54.7009	Ighv15-2
ENSMUSG00000076688	ENSG00000188403	IGHV1OR15-9	ortholog_many2many	0	48.3051	48.7179	Ighv15-2
ENSMUSG00000076688	ENSG00000211968	IGHV1-58	ortholog_many2many	0	50	50.4273	Ighv15-2
ENSMUSG00000050605							Zfp61
ENSMUSG00000084997							Gm15471
ENSMUSG00000111831							RP23-242K3.7
ENSMUSG00000100736							Gm5147
ENSMUSG00000108737							BC060293
ENSMUSG00000110726							RP23-242K3.6
ENSMUSG00000094694	ENSG00000211934	IGHV1-2	ortholog_many2many	0	64.9573	64.9573	Ighv1-9
ENSMUSG00000094694	ENSG00000277282	IGHV1OR21-1	ortholog_many2many	0	58.9744	58.9744	Ighv1-9
ENSMUSG00000094694	ENSG00000281990	IGHV1-69-2	ortholog_many2many	0	58.9744	58.9744	Ighv1-9
ENSMUSG00000094694	ENSG00000211935	IGHV1-3	ortholog_many2many	0	63.2479	63.2479	Ighv1-9
ENSMUSG00000094694	ENSG00000211973	IGHV1-69	ortholog_many2many	0	62.3932	62.3932	Ighv1-9
ENSMUSG00000094694	ENSG00000278782	AC136616.3	ortholog_many2many	0	47.0085	57.8947	Ighv1-9
ENSMUSG00000094694	ENSG00000211962	IGHV1-46	ortholog_many2many	0	64.1026	64.1026	Ighv1-9
ENSMUSG00000094694	ENSG00000280411	IGHV1-69D	ortholog_many2many	0	62.3932	62.3932	Ighv1-9
ENSMUSG00000094694	ENSG00000211961	IGHV1-45	ortholog_many2many	0	57.265	57.265	Ighv1-9
ENSMUSG00000094694	ENSG00000270505	IGHV1OR15-1	ortholog_many2many	0	62.3932	62.3932	Ighv1-9
ENSMUSG00000094694	ENSG00000211945	IGHV1-18	ortholog_many2many	0	62.3932	62.3932	Ighv1-9
ENSMUSG00000094694	ENSG00000211950	IGHV1-24	ortholog_many2many	0	58.1197	58.1197	Ighv1-9
ENSMUSG00000094694	ENSG00000281179	RP11-294C11.4	ortholog_many2many	0	62.3932	62.3932	Ighv1-9
ENSMUSG00000094694	ENSG00000188403	IGHV1OR15-9	ortholog_many2many	0	60.6838	60.6838	Ighv1-9
ENSMUSG00000094694	ENSG00000211968	IGHV1-58	ortholog_many2many	0	57.265	57.265	Ighv1-9
ENSMUSG00000038304	ENSG00000117281	CD160	ortholog_one2one	1	64.8649	66.2983	Cd160
ENSMUSG00000094970							Olfr943
ENSMUSG00000096450							Gm2877
ENSMUSG00000104850							Gm42901
ENSMUSG00000086930							Frs3os
ENSMUSG00000100998							Gm28864
ENSMUSG00000102610							Gm37846
ENSMUSG00000090326	ENSG00000197057	DTHD1	ortholog_one2one	1	72.956	74.2638	Dthd1
ENSMUSG00000091483							Gm8715
ENSMUSG00000104615							Gm43804
ENSMUSG00000104687							Gm42899
ENSMUSG00000107301							Gm43688
ENSMUSG00000074968	ENSG00000134343	ANO3	ortholog_one2one	1	93.6799	93.6799	Ano3
ENSMUSG00000097324							Carmn
ENSMUSG00000104828							Gm42898
ENSMUSG00000039608							Olfr303
ENSMUSG00000001098	ENSG00000110906	KCTD10	ortholog_one2one	1	97.4684	98.4026	Kctd10
ENSMUSG00000052135	ENSG00000204060	FOXO6	ortholog_one2one	1	68.873	68.873	Foxo6
ENSMUSG00000083287							Gm13502
ENSMUSG00000085870							Gm12829
ENSMUSG00000079444	ENSG00000124593	RP11-298J23.10	ortholog_many2many	1	67.7507	65.1042	Gm21981
ENSMUSG00000079444	ENSG00000278224	PRICKLE4	ortholog_many2many	1	67.7507	65.1042	Gm21981
ENSMUSG00000104089							Gm38274
ENSMUSG00000110875							RP24-116B6.4
ENSMUSG00000032571	ENSG00000196455	PIK3R4	ortholog_one2one	1	95.8763	95.8763	Pik3r4
ENSMUSG00000082956							Naip3
ENSMUSG00000102778							Gm38165
ENSMUSG00000033475	ENSG00000214736	TOMM6	ortholog_one2one	1	90.5405	90.5405	Tomm6
ENSMUSG00000004568	ENSG00000268861	CTD-2207O23.3	ortholog_one2many	1	79.8237	72.6381	Arhgef18
ENSMUSG00000004568	ENSG00000104880	ARHGEF18	ortholog_one2many	1	80.6072	70.162	Arhgef18
ENSMUSG00000111270							RP23-242K3.1
ENSMUSG00000089670							Gm16581
ENSMUSG00000103426							Gm37533
ENSMUSG00000085323							9130410C08Rik
ENSMUSG00000084929							Foxo6os
ENSMUSG00000024534	ENSG00000064692	SNCAIP	ortholog_one2one	1	85.5959	81.2992	Sncaip
ENSMUSG00000099893							Gm29245
ENSMUSG00000104294							Gm38044
ENSMUSG00000055198							Gm12830
ENSMUSG00000104868							Gm9954
ENSMUSG00000087044							1700042G15Rik
ENSMUSG00000111171							RP23-421N20.4
ENSMUSG00000058537	ENSG00000260596	DUX4	ortholog_one2many	0	16.2577	25	AW822073
ENSMUSG00000102502							Ighv1-10
ENSMUSG00000104580							Gm42620
ENSMUSG00000102149							Gm9723
ENSMUSG00000051723							Rpl31-ps13
ENSMUSG00000038248	ENSG00000112320	SOBP	ortholog_one2one	1	95.1389	94.1581	Sobp
ENSMUSG00000090138							Gm3687
ENSMUSG00000057216							Gm10807
ENSMUSG00000034573	ENSG00000163629	PTPN13	ortholog_one2one	1	81.3545	80.0803	Ptpn13
ENSMUSG00000090061	ENSG00000174145	NWD2	ortholog_one2one	1	94.7761	94.7761	Nwd2
ENSMUSG00000024579	ENSG00000145882	PCYOX1L	ortholog_one2one	1	93.5354	93.7247	Pcyox1l
ENSMUSG00000075334	ENSG00000177519	RPRM	ortholog_one2one	1	97.2477	97.2477	Rprm
ENSMUSG00000085408							C530005A16Rik
ENSMUSG00000105662							Gm6639
ENSMUSG00000075046	ENSG00000260596	DUX4	ortholog_one2many	0	16.6172	26.4151	Duxf3
ENSMUSG00000034035	ENSG00000159588	CCDC17	ortholog_one2one	1	64.2478	58.3601	Ccdc17
ENSMUSG00000049908	ENSG00000121634	GJA8	ortholog_one2one	1	87.2727	88.6836	Gja8
ENSMUSG00000075045							Gm4981
ENSMUSG00000104969							Gm43445
ENSMUSG00000015846	ENSG00000186350	RXRA	ortholog_one2one	1	97.4304	98.4848	Rxra
ENSMUSG00000102062							Gm29246
ENSMUSG00000083672							Kpna2-ps
ENSMUSG00000093601							Gm19459
ENSMUSG00000084880							Tomm6os
ENSMUSG00000102334							Gm18865
ENSMUSG00000041287	ENSG00000129194	SOX15	ortholog_one2one	1	74.8918	74.2489	Sox15
ENSMUSG00000110123							Gm18562
ENSMUSG00000104303							Gm36976
ENSMUSG00000108285							Gm43995
ENSMUSG00000075179	ENSG00000280314	OR8K3	ortholog_one2many	0	76.8254	77.5641	Olfr1079
ENSMUSG00000104083							Gm29739
ENSMUSG00000017146	ENSG00000012048	BRCA1	ortholog_one2one	1	57.34	55.1486	Brca1
ENSMUSG00000007850	ENSG00000169045	HNRNPH1	ortholog_one2one	1	99.7773	99.7773	Hnrnph1
ENSMUSG00000044393	ENSG00000046604	DSG2	ortholog_one2one	1	76.4706	76.7442	Dsg2
ENSMUSG00000026074	ENSG00000071054	MAP4K4	ortholog_one2one	1	92.0807	93.1657	Map4k4
ENSMUSG00000018761	ENSG00000129255	MPDU1	ortholog_one2one	1	91.498	91.498	Mpdu1
ENSMUSG00000090570							Gm17041
ENSMUSG00000036565	ENSG00000136295	TTYH3	ortholog_one2one	1	93.7023	93.8815	Ttyh3
ENSMUSG00000021303	ENSG00000168243	GNG4	ortholog_one2one	1	98.6667	98.6667	Gng4
ENSMUSG00000031539	ENSG00000070718	AP3M2	ortholog_one2one	1	98.3254	98.3254	Ap3m2
ENSMUSG00000091366							Gm17040
ENSMUSG00000032578	ENSG00000114737	CISH	ortholog_one2one	1	88.716	82.9091	Cish
ENSMUSG00000034361	ENSG00000140848	CPNE2	ortholog_one2one	1	94.5256	94.5256	Cpne2
ENSMUSG00000032067	ENSG00000150787	PTS	ortholog_one2one	1	81.9444	81.3793	Pts
ENSMUSG00000081217							Gm15268
ENSMUSG00000054874	ENSG00000197136	PCNX3	ortholog_one2one	1	95.069	94.7886	Pcnx3
ENSMUSG00000038759	ENSG00000155561	NUP205	ortholog_one2one	1	93.3765	93.1909	Nup205
ENSMUSG00000002332	ENSG00000157379	DHRS1	ortholog_one2one	1	82.7476	82.7476	Dhrs1
ENSMUSG00000031274	ENSG00000188153	COL4A5	ortholog_one2one	1	91.2478	91.2478	Col4a5
ENSMUSG00000041629	ENSG00000133193	FAM104A	ortholog_one2one	1	77.8378	69.5652	Fam104a
ENSMUSG00000086279							Gm15634
